id,parentId,name,city,position,image,data
181,179,Serveurs de l'hébergeur web,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
182,180,Trésorière,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
183,180,Commis comptables,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
184,180,Taxation,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
185,180,Directeur général,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
186,180,Employés des serveurs PG,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
187,180,Support informatique GPX,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
188,181,Employés de l'hébergeur web,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
189,110,Assurances et REER,Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom et prénoms, Adresse postale, Numéro de téléphone, Liste des avantages sociaux, Directives de placement, etc."
190,189,Serveurs PG,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
191,189,Serveurs de l'hébergeur web,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
192,190,Trésorière,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
193,190,Employés des serveurs PG,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
194,190,BENEVA,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
195,191,Employés de l'hébergeur web,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
196,101,Stockage d'information,Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,"Tout type de données personnelles citées plus haut, principalement sous forme de logs de connexion, fichiers Excel et Word, PDF, etc."
197,196,Serveurs locals,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
198,197,Employés sur poste de travail,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
199,197,Anciens postes de travail,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
200,197,Disque durs de sauvegarde,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
201,112,Services en personnes,Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,Toute sorte de renseignements en fonction du service rendu
202,201,Documents papiers,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
203,202,Employés de bureau ,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
204,112,Images de caméras de surveillance,Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,"Cartographie des endroits à établir, Visages des personnes sur les lieux couverts par les angles de caméra"
205,204,Disque durs locaux,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
206,205,Employés des TP,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
207,205,Employés des loisirs,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
208,205,SQ,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
209,104,Photographies des événements,Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,"Visages, liens entre personnes"
210,209,Serveurs Microsoft,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
211,209,Serveurs locals,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
212,211,Photographes,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
213,210,Employés des serveurs Microsoft,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
214,211,Conseiller en communication,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
215,211,Secrétaire greffe communication,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
216,110,"Cartes de contact des cadres, employés et élus",Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro de téléphone à la maison, Numéro de cellulaire"
217,216,L'employé le conserve avec lui/elle,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
218,217,Chaque employé avec une carte,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
