id,parentId,name,city,position,image,data
100,,Citoyens,Prévost,Utilisateur,https://bumbeishvili.github.io/avatars/avatars/portrait12.png,
101,100,Administration,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
102,100,Service de l'approvisionnement,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
103,100,Bibliothèque,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
104,100,Communications,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
105,100,Direction générale,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
107,100,Loisir,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
108,100,Animaux domestiques,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
109,100,Sécurité,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
110,100,Ressources humaines,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
111,100,Service de taxation,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
112,100,Travaux public,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
113,100,Urbanisme,Prévost,Service municipale,https://bcitigab.github.io/icons/toolbox.png,
114,101,Formulaire de demande d'accès aux documents,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro de téléphone, Adresse, Adresse courriel"
115,114,Serveurs Microsoft,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
116,114,Poste de travail des employés,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
117,114,Serveurs Syged,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
118,114,Serveurs PG,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
119,118,Employés des serveurs PG,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
120,115,Employés des serveurs Microsoft,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
121,116,Employés de Naask,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
122,116,Employés de CBM informatique,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
123,116,Maire,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
124,116,DG,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
125,116,Greffière,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
126,116,Technicien du greffe,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
127,116,Secrétaire du greffe,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
128,117,Employés de Syged,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
129,101,Réclamations transmis par courriel,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro de téléphone, Adresse, Adresse courriel, Photographies, Signature"
130,129,Serveur locals,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
131,129,Fournisseurs externes,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
132,130,Greffière,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
133,130,Technicien du greffe,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
134,130,Secrétaire du greffe,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
135,130,Employé de Naask,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
136,131,Avocats externes,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
137,131,Professionnels externes,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
138,101,Questions aux conseil municipal,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro de téléphone, Adresse, Adresse courriel, Preuve de l'identité"
139,138,Serveurs locals,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
140,139,Greffière,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
141,139,Technicien du greffe,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
142,139,Secrétaire du greffe,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
143,139,Employés de Syged,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
144,113,Demande de permis,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"A- Propriétaire, Nom, prénom, Adresse, Numéro de téléphone, Adresse courriel, Signature "
145,113,Demande de permis,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,B-  Montant des travaux
146,144,Site web Blanko,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
